City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
295,Gravdal,NO,2022-08-11 14:53:02,68.1214,13.5031,53.49,76,75,12.66
296,Heihe,CN,2022-08-11 14:53:02,50.2441,127.4902,55.98,92,91,5.28
297,Owo,NG,2022-08-11 14:53:03,7.1962,5.5868,72.32,95,100,4.59
298,Vestmannaeyjar,IS,2022-08-11 14:53:03,63.4427,-20.2734,52.79,87,75,11.5
299,Bowen,AU,2022-08-11 14:53:04,-20.0167,148.2333,67.57,76,100,13.11
300,Bulgan,MN,2022-08-11 14:53:04,48.8125,103.5347,59.31,82,93,1.88
301,Zhetysay,KZ,2022-08-11 14:53:05,40.7333,68.3,78.17,23,0,8.84
302,Hambantota,LK,2022-08-11 14:53:06,6.1241,81.1185,84.54,70,20,18.41
303,Esperance,AU,2022-08-11 14:53:06,-33.8667,121.9,55.18,71,93,9.31
304,Kasama,ZM,2022-08-11 14:53:07,-10.2129,31.1808,79.03,21,7,6.6
305,Hervey Bay,AU,2022-08-11 14:53:07,-25.2986,152.8535,62.46,84,67,8.12
306,Northam,GB,2022-08-11 14:53:08,51.0333,-4.2167,90.25,30,0,12.57
307,Dalmatovo,RU,2022-08-11 14:53:08,56.26,62.9362,67.28,86,99,6.04
308,Mombasa,KE,2022-08-11 14:53:09,-4.0547,39.6636,77.41,73,75,10.36
309,Durusu,TR,2022-08-11 14:53:09,41.3053,28.6767,80.78,76,1,7.0
310,Karaton,ID,2022-08-11 14:53:09,-6.3424,106.1045,75.24,93,30,1.43
311,Arcabuco,CO,2022-08-11 14:53:10,5.7546,-73.4367,64.09,51,14,3.85
312,Fortuna,US,2022-08-11 14:53:11,40.5982,-124.1573,61.93,93,100,3.44
313,Huarmey,PE,2022-08-11 14:53:11,-10.0681,-78.1522,65.82,74,57,6.22
314,Tigil,RU,2022-08-11 14:53:12,57.8,158.6667,57.63,89,100,4.68
315,Mounana,GA,2022-08-11 14:53:12,-1.4085,13.1586,84.11,28,100,4.41
316,Klyuchi,RU,2022-08-11 14:54:13,52.2667,79.1667,66.02,76,74,7.11
317,Kandrian,PG,2022-08-11 14:54:13,-6.2167,149.55,76.32,95,100,6.24
318,San Pedro,PH,2022-08-11 14:54:14,14.35,121.0167,80.35,86,100,2.3
319,Urengoy,RU,2022-08-11 14:54:15,65.9667,78.3667,56.61,57,100,8.12
320,Dongsheng,CN,2022-08-11 14:54:15,39.8161,109.9776,76.48,65,0,7.76
321,Penzance,GB,2022-08-11 14:54:16,50.1186,-5.5371,83.08,53,0,6.91
322,Richards Bay,ZA,2022-08-11 14:54:16,-28.783,32.0377,73.67,70,1,14.12
323,Soderhamn,SE,2022-08-11 14:54:17,61.3037,17.0592,80.96,60,93,9.37
324,Karratha,AU,2022-08-11 14:54:18,-20.7377,116.8463,68.2,58,0,6.22
325,Montevideo,UY,2022-08-11 14:54:18,-34.8335,-56.1674,56.91,76,0,13.8
326,Malmesbury,ZA,2022-08-11 14:54:19,-33.4608,18.7271,57.78,64,100,7.94
327,Uray,RU,2022-08-11 14:54:20,60.1247,64.7758,62.58,95,100,1.52
328,Atemar,RU,2022-08-11 14:54:21,54.181,45.4091,71.71,60,81,7.29
329,Shache,CN,2022-08-11 14:54:22,38.4167,77.2406,87.46,36,82,3.22
330,Kiunga,PG,2022-08-11 14:54:22,-6.1219,141.2906,72.61,99,91,2.42
331,Buala,SB,2022-08-11 14:54:23,-8.145,159.5921,79.3,82,78,3.74
332,Sao Felix Do Xingu,BR,2022-08-11 14:54:23,-6.6447,-51.995,96.4,25,21,3.4
333,Alofi,NU,2022-08-11 14:50:42,-19.0595,-169.9187,75.09,83,16,5.75
334,Marsh Harbour,BS,2022-08-11 14:54:24,26.5412,-77.0636,83.28,67,5,9.66
335,Kula,TR,2022-08-11 14:54:25,38.5473,28.6498,88.99,21,18,11.03
336,Mount Isa,AU,2022-08-11 14:53:44,-20.7333,139.5,67.77,32,99,13.8
337,Linxia,CN,2022-08-11 14:54:26,35.6003,103.2064,72.37,80,100,4.63
338,Gamba,GA,2022-08-11 14:54:22,-2.65,10.0,76.33,69,77,9.48
339,Oranjestad,AW,2022-08-11 14:50:07,12.524,-70.027,87.75,70,20,20.71
340,Pevek,RU,2022-08-11 14:54:27,69.7008,170.3133,37.76,93,86,5.99
341,Jawhar,SO,2022-08-11 14:54:28,2.7809,45.5005,78.82,60,62,19.62
342,Walvis Bay,NA,2022-08-11 14:54:29,-22.9575,14.5053,56.08,51,9,10.76
343,Tolaga Bay,NZ,2022-08-11 14:54:29,-38.3667,178.3,48.22,88,98,13.18
344,Botshabelo,ZA,2022-08-11 14:54:30,-29.2702,26.7052,76.37,18,6,8.28
345,Kavieng,PG,2022-08-11 14:54:30,-2.5744,150.7967,80.58,81,28,8.97
346,Pangnirtung,CA,2022-08-11 14:54:31,66.1451,-65.7125,50.0,71,75,5.75
347,Dudinka,RU,2022-08-11 14:54:32,69.4058,86.1778,54.63,61,85,5.84
348,Ballina,AU,2022-08-11 14:54:32,-28.8667,153.5667,56.01,99,100,7.36
349,Saint-Pierre,RE,2022-08-11 14:54:33,-21.3393,55.4781,69.48,65,40,16.11
350,Starkville,US,2022-08-11 14:51:08,33.4504,-88.8184,80.44,85,66,1.77
351,Villeneuve-Sur-Lot,FR,2022-08-11 14:54:34,44.5,0.6667,100.45,31,5,2.86
352,Abalak,RU,2022-08-11 14:54:34,58.1286,68.5944,67.5,63,6,5.1
353,Rawlins,US,2022-08-11 14:50:44,41.7911,-107.2387,72.36,40,75,16.11
354,Chicama,PE,2022-08-11 14:54:36,-7.8447,-79.1469,59.54,68,23,5.61
355,Victoria,HK,2022-08-11 14:50:46,22.2855,114.1577,81.32,90,97,7.0
356,Umm Lajj,SA,2022-08-11 14:54:38,25.0213,37.2685,90.0,60,36,11.61
357,Lichinga,MZ,2022-08-11 14:54:38,-13.3128,35.2406,68.09,45,75,11.5
358,Mendi,PG,2022-08-11 14:54:39,-6.1761,143.6513,55.78,99,96,1.39
359,Severomuysk,RU,2022-08-11 14:54:40,56.1481,113.4267,45.39,87,100,4.0
360,Ancud,CL,2022-08-11 14:50:23,-41.8697,-73.8203,48.02,88,100,15.82
361,Kahului,US,2022-08-11 14:51:39,20.8947,-156.47,79.84,69,100,11.5
362,Keflavik,IS,2022-08-11 14:55:41,64.0049,-22.5624,52.23,76,75,14.97
363,Namatanai,PG,2022-08-11 14:55:42,-3.6667,152.4333,79.09,82,100,7.58
364,Iqaluit,CA,2022-08-11 14:55:42,63.7506,-68.5145,49.73,71,75,4.61
365,Sao Joao Da Barra,BR,2022-08-11 14:55:43,-21.6403,-41.0511,77.09,41,84,7.11
366,Isangel,VU,2022-08-11 14:55:44,-19.55,169.2667,69.21,62,42,13.31
367,Broome,US,2022-08-11 14:55:45,42.2506,-75.833,78.48,64,7,4.0
368,Wakkanai,JP,2022-08-11 14:55:46,45.4094,141.6739,68.99,85,96,11.99
369,Puerto Escondido,MX,2022-08-11 14:55:46,15.85,-97.0667,79.03,81,100,2.21
370,Batemans Bay,AU,2022-08-11 14:55:47,-35.7167,150.1833,54.1,65,100,10.13
371,Ostrovnoy,RU,2022-08-11 14:55:47,68.0531,39.5131,57.63,84,100,12.5
372,Adrar,MR,2022-08-11 14:55:48,20.5022,-10.0711,103.55,21,8,8.66
373,Saldanha,ZA,2022-08-11 14:55:17,-33.0117,17.9442,60.85,80,100,9.4
374,Champawat,IN,2022-08-11 14:55:49,29.3333,80.1,66.72,79,74,2.33
375,Tual,ID,2022-08-11 14:55:50,-5.6667,132.75,80.17,82,73,12.84
376,Marienburg,PL,2022-08-11 14:55:50,54.0359,19.0266,80.89,30,3,11.95
377,Port Lavaca,US,2022-08-11 14:53:59,28.615,-96.6261,83.28,88,0,4.61
378,Xuanzhou,CN,2022-08-11 14:55:51,30.9525,118.7553,78.6,82,100,6.64
379,Mugumu,TZ,2022-08-11 14:55:53,-1.85,34.7,76.24,38,92,5.03
380,Le Port,RE,2022-08-11 14:55:53,-20.9373,55.2919,69.8,68,23,8.34
381,Baltiysk,RU,2022-08-11 14:55:54,54.6538,19.911,70.95,57,30,12.93
382,Pangai,TO,2022-08-11 14:55:54,-19.8,-174.35,76.08,85,18,13.31
383,Selty,RU,2022-08-11 14:55:55,57.3132,52.1345,65.14,67,92,5.35
384,Cabedelo,BR,2022-08-11 14:52:16,-6.9811,-34.8339,81.27,67,47,10.4
385,Kodinsk,RU,2022-08-11 14:55:56,58.6881,99.1844,56.66,97,14,4.36
386,Jaque,PA,2022-08-11 14:55:56,7.5175,-78.1703,76.96,93,99,5.79
387,Xuddur,SO,2022-08-11 14:55:57,4.1213,43.8894,79.07,53,97,19.64
388,Arandis,NA,2022-08-11 14:55:57,-22.4167,14.9667,76.69,20,0,9.75
389,Hamilton,US,2022-08-11 14:52:15,39.1834,-84.5333,79.11,73,0,9.22
390,Baraki Barak,AF,2022-08-11 14:55:58,33.9675,68.9486,76.66,46,83,11.86
391,Kitgum,UG,2022-08-11 14:55:59,3.2783,32.8867,71.65,89,100,4.14
392,Veinticinco De Mayo,AR,2022-08-11 14:56:00,-35.4323,-60.1727,57.97,62,0,8.01
393,Schladming,AT,2022-08-11 14:56:01,47.3929,13.687,73.54,100,87,6.55
394,Kouvola,FI,2022-08-11 14:56:02,60.8667,26.7,80.24,59,0,14.97
395,Conde,BR,2022-08-11 14:52:09,-7.2597,-34.9075,80.06,78,40,11.5
396,Port Hardy,CA,2022-08-11 14:56:03,50.6996,-127.4199,57.38,100,100,2.3
397,Apatou,GF,2022-08-11 14:56:04,5.155,-54.3472,92.73,47,12,2.35
398,Rorvik,NO,2022-08-11 14:56:05,64.8621,11.2373,58.98,82,40,20.71
399,Valle Hermoso,MX,2022-08-11 14:56:06,25.6667,-97.8333,86.9,54,34,6.22
400,Kaitangata,NZ,2022-08-11 14:52:39,-46.2817,169.8464,31.53,93,9,4.81
401,Chernyshevskiy,RU,2022-08-11 14:56:08,63.0128,112.4714,58.75,78,100,3.02
402,Bayanday,RU,2022-08-11 14:56:08,53.0661,105.5139,52.52,91,2,3.15
403,Mpulungu,ZM,2022-08-11 14:56:09,-8.7623,31.1141,78.57,41,100,1.52
404,Padang,ID,2022-08-11 14:56:10,-0.9492,100.3543,80.56,83,69,1.83
405,Ulladulla,AU,2022-08-11 14:56:10,-35.35,150.4667,56.91,69,100,9.13
406,Lorengau,PG,2022-08-11 14:56:11,-2.0226,147.2712,80.35,77,33,3.0
407,Sumenep,ID,2022-08-11 14:56:11,-7.0167,113.8667,81.21,78,10,14.12
408,Yulara,AU,2022-08-11 14:56:12,-25.2406,130.9889,50.09,36,0,13.27
409,Losevo,RU,2022-08-11 14:57:13,50.6767,40.045,81.81,41,66,8.88
410,Mount Gambier,AU,2022-08-11 14:57:14,-37.8333,140.7667,47.84,77,100,5.59
411,Ixtapa,MX,2022-08-11 14:57:14,20.7,-105.2,83.23,71,100,1.99
412,Monrovia,LR,2022-08-11 14:54:01,6.3005,-10.7969,82.17,75,81,14.2
413,Dzilam Gonzalez,MX,2022-08-11 14:57:16,21.2833,-88.9333,79.39,81,100,3.85
414,Korocha,RU,2022-08-11 14:57:17,50.8107,37.1953,83.12,37,24,14.65
415,Gat,IL,2022-08-11 14:57:18,31.61,34.7642,89.4,100,0,12.95
416,Soma,TR,2022-08-11 14:57:19,39.1855,27.6094,86.85,33,0,19.57
417,Lyuban,BY,2022-08-11 14:57:20,52.7985,28.0048,72.93,58,77,11.7
418,San Carlos De Bariloche,AR,2022-08-11 14:57:20,-41.1456,-71.3082,44.35,70,40,17.27
419,Can Tho,VN,2022-08-11 14:57:21,10.0333,105.7833,73.38,100,40,1.14
420,Sabancuy,MX,2022-08-11 14:57:21,18.9667,-91.1833,79.83,73,97,5.68
421,Stykkisholmur,IS,2022-08-11 14:57:22,65.0757,-22.7297,52.3,71,100,10.45
422,Imuris,MX,2022-08-11 14:57:23,30.7833,-110.8667,78.82,56,86,4.85
423,Neyshabur,IR,2022-08-11 14:57:24,36.2133,58.7958,80.91,15,0,6.04
424,Constantine,DZ,2022-08-11 14:57:25,36.365,6.6147,94.41,18,20,11.5
425,Djambala,CG,2022-08-11 14:57:26,-2.5447,14.7533,88.92,27,100,7.96
426,Pierre,US,2022-08-11 14:57:27,44.3683,-100.351,77.05,69,40,14.97
427,Togur,RU,2022-08-11 14:57:28,58.3631,82.8265,56.82,63,4,6.76
428,Murighiol,RO,2022-08-11 14:57:29,45.0333,29.1667,82.89,37,22,14.72
429,College,US,2022-08-11 14:57:29,64.8569,-147.8028,50.79,83,0,4.61
430,Asau,RO,2022-08-11 14:57:30,46.4333,26.4,76.28,48,64,7.72
431,Krasnovishersk,RU,2022-08-11 14:57:31,60.4078,57.082,52.74,97,100,9.13
432,Qaqortoq,GL,2022-08-11 14:57:31,60.7167,-46.0333,45.9,92,90,4.21
433,Houston,US,2022-08-11 14:43:23,29.7633,-95.3633,83.97,82,75,6.91
434,Samfya,ZM,2022-08-11 14:57:32,-11.3649,29.5565,81.03,22,11,5.48
435,Chimore,BO,2022-08-11 14:57:33,-16.9833,-65.1333,73.69,47,0,3.11
436,Banda Aceh,ID,2022-08-11 14:55:03,5.5577,95.3222,79.74,78,88,12.01
437,Vendome,FR,2022-08-11 14:57:34,47.8,1.0667,93.49,27,0,13.49
438,Port Hueneme,US,2022-08-11 14:57:34,34.1478,-119.1951,82.53,64,100,4.18
439,Buin,CL,2022-08-11 14:57:35,-33.7333,-70.75,67.87,47,72,1.83
440,Isiolo,KE,2022-08-11 14:57:37,0.3546,37.5822,77.43,45,49,18.79
441,Alberdi,AR,2022-08-11 14:57:37,-32.8899,-60.6906,62.2,63,0,13.8
442,Knysna,ZA,2022-08-11 14:57:38,-34.0363,23.0471,61.0,78,56,4.47
443,Kutum,SD,2022-08-11 14:57:39,14.2,24.6667,78.57,61,97,18.28
444,Leogane,HT,2022-08-11 14:57:39,18.5108,-72.6339,86.2,61,3,4.23
445,Piazza Armerina,IT,2022-08-11 14:57:40,37.3859,14.3672,69.82,65,81,6.58
446,Sobolevo,RU,2022-08-11 14:57:41,54.4299,31.8996,71.92,61,0,7.38
447,Mehamn,NO,2022-08-11 14:53:53,71.0357,27.8492,58.91,71,100,17.27
448,Kyshtym,RU,2022-08-11 14:57:42,55.714,60.5528,66.29,79,100,8.75
449,Dunedin,NZ,2022-08-11 14:57:43,-45.8742,170.5036,37.8,77,26,1.99
450,Olafsvik,IS,2022-08-11 14:57:43,64.8945,-23.7142,51.13,80,100,17.65
451,Krasnoselkup,RU,2022-08-11 14:57:44,65.7,82.4667,56.7,51,100,3.94
452,Mayo,US,2022-08-11 14:57:44,38.8876,-76.5119,80.37,79,100,5.99
453,Te Anau,NZ,2022-08-11 14:57:45,-45.4167,167.7167,30.51,90,41,0.54
454,Virginia Beach,US,2022-08-11 14:56:53,36.8529,-75.978,84.02,81,81,3.0
455,Tomakomai,JP,2022-08-11 14:58:46,42.6369,141.6033,68.16,100,75,2.3
456,Beringovskiy,RU,2022-08-11 14:58:47,63.05,179.3167,53.37,77,100,14.18
457,Palmerston,AU,2022-08-11 14:58:47,-12.486,130.9833,76.98,87,20,3.44
458,Presque Isle,US,2022-08-11 14:58:48,46.6811,-68.0159,72.28,73,75,9.22
459,Tyrma,RU,2022-08-11 14:58:48,50.0833,132.1667,51.35,97,37,1.61
460,Oistins,BB,2022-08-11 14:58:49,13.0667,-59.5333,86.09,74,40,14.97
461,Skibbereen,IE,2022-08-11 14:58:50,51.55,-9.2667,77.11,48,0,4.43
462,Sakakah,SA,2022-08-11 14:58:50,29.9697,40.2064,108.97,15,0,11.3
463,Teya,RU,2022-08-11 14:58:51,60.3778,92.6267,50.94,73,0,3.58
464,Iskateley,RU,2022-08-11 14:58:52,67.6803,53.1512,62.01,62,100,17.29
465,Hobyo,SO,2022-08-11 14:55:10,5.3505,48.5268,78.37,72,66,25.05
466,Tromso,NO,2022-08-11 14:58:52,69.6496,18.957,51.82,76,75,28.77
467,Tsumeb,NA,2022-08-11 14:58:53,-19.2333,17.7167,84.6,7,0,3.49
468,Riyadh,SA,2022-08-11 14:58:54,24.6877,46.7219,109.54,10,80,16.26
469,Contamana,PE,2022-08-11 14:58:55,-7.3333,-75.0167,80.78,52,2,3.96
470,Korem,ET,2022-08-11 14:58:55,12.5058,39.5228,59.47,78,100,6.24
471,Aklavik,CA,2022-08-11 14:58:56,68.2191,-135.0107,51.8,82,75,2.3
472,Eirunepe,BR,2022-08-11 14:58:57,-6.6603,-69.8736,81.34,51,13,4.74
473,Murmashi,RU,2022-08-11 14:58:57,68.8154,32.8115,66.61,42,20,8.95
474,Salamiyah,SY,2022-08-11 14:58:58,35.0113,37.0532,85.77,37,0,22.86
475,Maragogi,BR,2022-08-11 14:58:58,-9.0122,-35.2225,80.31,70,82,10.83
476,Mugur-Aksy,RU,2022-08-11 14:58:59,50.35,90.5,50.16,86,64,3.04
477,Dwarka,IN,2022-08-11 14:58:59,22.2394,68.9678,83.21,84,100,3.11
478,Nome,US,2022-08-11 14:59:00,64.5011,-165.4064,50.07,87,100,9.22
479,Vao,NC,2022-08-11 14:58:53,-22.6667,167.4833,68.22,57,1,18.16
480,Alanya,TR,2022-08-11 14:59:01,36.5438,31.9998,85.12,70,4,7.52
481,Lidkoping,SE,2022-08-11 14:59:01,58.5052,13.1577,78.42,46,6,14.36
482,Wangkui,CN,2022-08-11 14:59:03,46.8333,126.5,56.91,91,7,4.68
483,Dalvik,IS,2022-08-11 14:59:04,65.9702,-18.5286,58.93,67,100,2.46
484,Manadhoo,MV,2022-08-11 14:59:05,5.7667,73.3833,81.09,83,56,11.16
485,Teguise,ES,2022-08-11 14:59:06,29.0605,-13.564,79.02,51,20,18.41
486,Frankfort,ZA,2022-08-11 14:54:54,-27.2667,28.4833,69.37,15,0,4.99
487,Kiama,AU,2022-08-11 14:59:08,-34.6833,150.8667,58.24,78,100,5.99
488,Fort Nelson,CA,2022-08-11 14:59:08,58.8053,-122.7002,51.39,87,100,6.91
489,Necochea,AR,2022-08-11 14:59:09,-38.5473,-58.7368,56.07,57,0,19.42
490,Haapiti,PF,2022-08-11 14:59:09,-17.5667,-149.8667,71.33,73,2,11.63
491,Eyl,SO,2022-08-11 14:59:10,7.9803,49.8164,79.36,68,99,23.71
492,Goundam,ML,2022-08-11 14:59:10,16.4145,-3.6708,99.91,30,36,4.59
493,Baykit,RU,2022-08-11 14:59:11,61.67,96.37,50.67,74,25,5.03
494,Karpogory,RU,2022-08-11 14:59:12,64.0019,44.4451,68.94,57,100,12.33
495,Camacha,PT,2022-08-11 14:59:12,33.0833,-16.3333,72.82,64,20,12.66
496,Mao,ES,2022-08-11 14:59:13,39.8885,4.2658,90.16,37,0,13.8
497,Sabha,LY,2022-08-11 14:59:14,27.0377,14.4283,98.47,12,0,12.46
498,Romitan,UZ,2022-08-11 14:59:14,39.9343,64.3814,85.95,28,0,9.22
499,Prainha,BR,2022-08-11 14:59:15,-1.8,-53.48,92.14,41,49,3.29
500,Motygino,RU,2022-08-11 14:59:15,58.1831,94.7592,57.43,92,5,4.54
501,Atikokan,CA,2022-08-11 14:59:16,48.7555,-91.6216,66.27,40,0,2.55
502,Saint-Francois,FR,2022-08-11 14:59:17,46.4154,3.9054,94.44,18,0,8.05
503,Baruun-Urt,MN,2022-08-11 15:00:17,46.6806,113.2792,60.46,55,100,3.98
504,Westport,US,2022-08-11 15:00:18,41.1415,-73.3579,80.74,85,75,4.61
505,Vanavara,RU,2022-08-11 15:00:18,60.34,102.2797,54.23,98,74,4.16
506,Veshenskaya,RU,2022-08-11 15:00:19,49.6303,41.7334,91.67,24,40,14.72
507,Viransehir,TR,2022-08-11 15:00:19,37.2353,39.7631,98.51,21,0,10.0
508,Abu Zabad,SD,2022-08-11 15:00:20,12.35,29.25,72.86,89,100,7.43
509,Quatre Cocos,MU,2022-08-11 15:00:21,-20.2078,57.7625,69.1,70,89,18.1
510,Palencia,ES,2022-08-11 15:00:22,42.4167,-4.5,93.79,16,0,12.82
511,Pita,GN,2022-08-11 15:00:22,10.8333,-12.5833,81.45,82,78,3.09
512,Chapais,CA,2022-08-11 15:00:23,49.7834,-74.8492,53.38,93,100,9.89
513,Kaoma,ZM,2022-08-11 15:00:24,-14.7833,24.8,85.42,13,18,7.58
514,Beeville,US,2022-08-11 15:00:24,28.4008,-97.7483,88.29,65,75,6.91
515,Syamzha,RU,2022-08-11 15:00:25,60.0158,41.0614,68.22,53,75,7.87
516,Artyom,AZ,2022-08-11 15:00:26,40.4723,50.333,86.14,58,0,7.27
517,Aranos,NA,2022-08-11 15:00:27,-24.1333,19.1167,86.4,5,0,8.32
518,Iquitos,PE,2022-08-11 15:00:27,-3.7481,-73.2472,81.46,64,64,4.56
519,Banjarmasin,ID,2022-08-11 15:00:28,-3.3244,114.591,80.74,88,80,2.33
520,San Rafael,AR,2022-08-11 15:00:29,-34.6177,-68.3301,56.82,33,3,4.23
521,Loukhi,RU,2022-08-11 15:00:29,66.0764,33.0381,66.34,62,2,13.44
522,Takikawa,JP,2022-08-11 15:00:30,43.5528,141.9064,67.05,98,100,3.6
523,Mildura,AU,2022-08-11 15:00:31,-34.2,142.15,51.08,60,52,14.81
524,Porto Novo,BJ,2022-08-11 15:00:31,6.4965,2.6036,81.57,64,100,12.17
525,Samarai,PG,2022-08-11 15:00:32,-10.6167,150.6667,78.78,82,95,17.96
526,Martinsburg,US,2022-08-11 14:55:57,39.4562,-77.9639,79.77,70,61,10.45
527,Amos,CA,2022-08-11 15:00:33,48.5669,-78.1162,59.18,59,63,9.17
528,Qasigiannguit,GL,2022-08-11 15:00:33,68.8193,-51.1922,41.25,98,100,3.94
529,Uruacu,BR,2022-08-11 15:00:34,-14.5247,-49.1408,87.17,24,94,3.29
530,Sembakung,ID,2022-08-11 15:00:34,3.8167,117.25,74.08,96,92,1.54
531,Rujewa,TZ,2022-08-11 15:00:35,-8.7,34.3833,75.49,35,2,12.57
532,Lasa,IT,2022-08-11 15:00:36,46.6166,10.7002,79.7,55,79,2.46
533,Bo Phloi,TH,2022-08-11 15:00:36,14.3236,99.5161,77.14,79,100,8.72
534,Luwuk,ID,2022-08-11 15:00:37,-0.9516,122.7875,77.56,90,42,1.3
535,Brownsville,US,2022-08-11 15:00:02,25.9018,-97.4975,87.98,75,50,1.99
536,Wanning,CN,2022-08-11 15:00:38,18.8003,110.3967,80.15,89,100,2.98
537,Nelson Bay,AU,2022-08-11 15:00:38,-32.7167,152.15,55.99,95,100,5.99
